AccusedMasterID,CaseMasterID,PersonMasterID,AccusedName,AgeYear,GenderID,PersonID,MO
432,243,652,Rachana Bhatti,22,T,A1,Family/relative-perpetrated
433,243,649,Rajata Badal,37,T,A2,Family/relative-perpetrated
434,243,651,Gaurav Natt,43,M,A3,Workplace harassment
435,243,650,Reva Ratta,47,F,A4,Family/relative-perpetrated
436,244,653,Ekansh Chauhan,26,M,A1,Social media impersonation
437,245,654,Jack Bhat,61,M,A1,Lock-picking
438,245,655,Diya Dubey,48,T,A2,Vehicle theft with duplicate key
439,246,154,Jasmit Deol,46,F,A1,Fake KYC update call
440,246,656,Yamini Kota,57,T,A2,Fake KYC update call
441,247,657,Darsh Ratti,26,M,A1,Forced window/door entry
442,248,194,Warinder Andra,46,M,A1,Ambush attack at night
443,248,658,Onkar Mani,28,T,A2,Blunt weapon assault
444,249,659,Zilmil Sunder,23,F,A1,Shell company fraud
445,250,662,Peter Ganguly,52,M,A1,Persistent online stalking before offence
446,250,661,Samar Suri,19,M,A2,Family/relative-perpetrated
447,250,660,Gagan Bose,37,T,A3,Workplace harassment
448,251,663,Harrison Goyal,37,M,A1,Cheque bounce fraud
449,252,664,Ekanta Lata,16,T,A1,Blunt weapon assault
450,253,665,Bimala Sahni,32,T,A1,Cheque bounce fraud
451,253,666,Mitesh Balakrishnan,45,M,A2,Ponzi / fake investment scheme
452,254,667,Jalsa Maharaj,42,F,A1,Forced window/door entry
453,255,669,Hredhaan Goyal,44,T,A1,Vehicle theft with duplicate key
454,255,668,Yuvraj Gera,61,M,A2,Daylight chain/bag snatching
455,256,670,Shaurya Bhatti,62,M,A1,Cheque bounce fraud
456,257,19,Gaurav Basu,55,M,A1,Daylight chain/bag snatching
457,258,672,Vedant Sahota,39,M,A1,Vehicle theft with duplicate key
458,258,671,Ekaja Kota,56,F,A2,Daylight chain/bag snatching
459,259,673,Balveer Kapadia,17,M,A1,Fake KYC update call
460,260,674,Jonathan Sengupta,27,M,A1,Vehicle theft with duplicate key
461,261,16,Odika Nigam,31,F,A1,Knife-related assault
462,261,675,Gabriel Lanka,36,M,A2,Unarmed physical assault
463,262,677,Lakshit Rao,50,M,A1,Vehicle theft with duplicate key
464,262,676,Nihal Ghosh,52,M,A2,Vehicle theft with duplicate key
465,263,678,Vinaya Sur,45,F,A1,Lock-picking
466,264,679,Lakshit Sen,51,M,A1,Blunt weapon assault
467,265,182,Sara Chatterjee,24,T,A1,Workplace harassment
468,266,680,Gayathri Venkataraman,21,F,A1,Ponzi / fake investment scheme
469,267,681,Aarnav Sagar,41,T,A1,Unarmed physical assault
470,268,682,Tanish Andra,57,M,A1,Vehicle theft with duplicate key
471,268,683,William Ganesan,35,T,A2,Daylight chain/bag snatching
472,268,684,Oni Kala,64,F,A3,Daylight chain/bag snatching
473,268,685,Manan Sarin,29,T,A4,Lock-picking
474,269,171,Harini Kanda,19,F,A1,Family/relative-perpetrated
475,269,686,Shivani Sur,50,T,A2,Persistent online stalking before offence
476,270,10,Edhitha Bedi,49,F,A1,Shell company fraud
477,271,687,Aarna Sodhi,23,F,A1,Cheque bounce fraud
478,271,688,Aashi Wali,22,T,A2,Ponzi / fake investment scheme
479,272,690,Gayathri Char,38,F,A1,Vehicle theft with duplicate key
480,272,691,Manthan Brahmbhatt,40,M,A2,Forced window/door entry
481,272,689,Hardik Issac,65,M,A3,Vehicle theft with duplicate key
482,273,692,Ganga Vyas,33,F,A1,OTP fraud
483,273,693,Ayushman Dugar,27,T,A2,OTP fraud
484,274,694,Yamini Rattan,24,F,A1,Vehicle theft with duplicate key
485,275,695,Radha Swaminathan,31,F,A1,Workplace harassment
486,275,696,Chanakya Subramanian,46,M,A2,Family/relative-perpetrated
487,276,16,Odika Nigam,30,F,A1,Knife-related assault
488,277,697,Azad Raghavan,42,M,A1,Ponzi / fake investment scheme
489,278,698,Mohini Bhakta,24,F,A1,Lock-picking
490,279,699,Radhika Baria,56,F,A1,Forced window/door entry
491,280,700,Zilmil Setty,42,T,A1,Forced window/door entry
492,280,701,Chakrika Shah,29,T,A2,Daylight chain/bag snatching
493,281,704,Max Prabhu,27,T,A1,Ponzi / fake investment scheme
494,281,702,Nandini Wable,24,F,A2,Cheque bounce fraud
495,281,703,Akshay Rajan,16,M,A3,Shell company fraud
496,282,705,Falguni Menon,52,F,A1,Shell company fraud
497,282,707,Shravya Chad,27,F,A2,Ponzi / fake investment scheme
498,282,708,Yashawini Mann,57,T,A3,Cheque bounce fraud
499,282,706,Upkaar Muni,47,M,A4,Shell company fraud
500,283,709,Panini Morar,19,T,A1,Fake KYC update call
501,284,710,Jalsa Singhal,32,F,A1,Persistent online stalking before offence
502,284,711,Watika Din,20,F,A2,Workplace harassment
503,285,714,Dalbir Swamy,51,T,A1,Blunt weapon assault
504,285,713,Anamika Rege,53,F,A2,Ambush attack at night
505,285,712,Ria Walia,58,T,A3,Ambush attack at night
506,286,715,Jyoti Kata,30,F,A1,Loan-default cheating
507,286,716,Priya Sangha,17,T,A2,Loan-default cheating
508,287,717,Vasatika Lad,56,F,A1,OTP fraud
509,287,109,Lucky Chokshi,34,T,A2,Phishing link / fake link
510,288,718,Sarthak Verma,37,M,A1,Unarmed physical assault
511,289,719,Waida Memon,33,F,A1,Forced window/door entry
512,290,720,Dalbir Bajaj,27,M,A1,Blunt weapon assault
513,291,721,Amruta Rajagopalan,16,F,A1,OTP fraud
514,291,722,Samar Vora,29,T,A2,OTP fraud
515,292,723,Henry Korpal,18,M,A1,Phishing link / fake link
516,293,724,Ridhi Viswanathan,27,T,A1,Unarmed physical assault
517,294,726,Bhanumati Gupta,48,F,A1,Ambush attack at night
518,294,725,Ridhi Bandi,28,F,A2,Blunt weapon assault
519,295,727,Upkaar Edwin,47,M,A1,Ponzi / fake investment scheme
520,295,118,Chaaya Singhal,38,T,A2,Loan-default cheating
521,296,728,Widisha Merchant,59,F,A1,Family/relative-perpetrated
522,297,731,Jairaj Chada,32,T,A1,Loan-default cheating
523,297,729,Abhiram Dhawan,59,M,A2,Loan-default cheating
524,297,730,Jasmit Aurora,35,F,A3,Cheque bounce fraud
525,298,732,Wridesh Bhakta,60,M,A1,Persistent online stalking before offence
526,299,159,Naveen Chaudhari,54,T,A1,Knife-related assault
527,300,733,Xalak Venkataraman,42,F,A1,Vehicle theft with duplicate key
528,301,44,Dalaja Malhotra,48,F,A1,Unarmed physical assault
529,302,734,Alka Bhalla,64,F,A1,Family/relative-perpetrated
530,303,735,Chaitaly Dora,61,T,A1,Workplace harassment
531,304,736,Yuvraj Chanda,45,T,A1,Forced window/door entry
532,305,737,Janya Lalla,35,F,A1,OTP fraud
533,305,738,Devika Srinivasan,62,F,A2,Social media impersonation
534,305,51,Radha Nath,45,F,A3,Social media impersonation
535,306,15,Ubika Madan,41,T,A1,Loan-default cheating
536,307,739,Neel Dar,22,M,A1,Ambush attack at night
537,308,742,Vasatika Luthra,49,T,A1,OTP fraud
538,308,741,Jeremiah Chakraborty,61,T,A2,OTP fraud
539,308,740,Upadhriti Mammen,41,T,A3,Social media impersonation
540,309,744,Abhiram Maharaj,34,M,A1,Lock-picking
541,309,743,Banjeet De,55,M,A2,Forced window/door entry
542,310,49,Andrew Kara,35,M,A1,Forced window/door entry
543,311,746,Naksh Apte,43,M,A1,Unarmed physical assault
544,311,747,Manya Dey,61,F,A2,Ambush attack at night
545,311,745,Sara Ganesh,44,T,A3,Unarmed physical assault
546,311,748,Upkaar Samra,59,T,A4,Blunt weapon assault
547,312,749,Krisha Kalla,59,T,A1,Social media impersonation
548,312,750,Logan Koshy,59,M,A2,Phishing link / fake link
549,313,751,Ishwar Prabhu,46,T,A1,Phishing link / fake link
550,314,752,Ucchal Ghose,29,F,A1,Forced window/door entry
551,315,754,Finn Baral,58,M,A1,Lock-picking
552,315,753,Baljiwan Chaudhry,54,M,A2,Lock-picking
553,316,755,Triveni Minhas,53,T,A1,Workplace harassment
554,317,757,Theodore Anand,18,T,A1,Unarmed physical assault
555,317,756,Ayushman Mallick,18,M,A2,Ambush attack at night
556,318,758,Vamakshi Varkey,58,T,A1,Persistent online stalking before offence
557,319,759,Qasim Borra,18,M,A1,Family/relative-perpetrated
558,320,760,Ati Deshpande,31,T,A1,Workplace harassment
559,321,761,Yutika Luthra,21,T,A1,Vehicle theft with duplicate key
560,322,762,Vrinda Munshi,36,F,A1,Loan-default cheating
561,322,763,Karan Choudhry,26,M,A2,Loan-default cheating
562,323,79,Nimrat Mand,55,F,A1,Ponzi / fake investment scheme
563,324,764,Varenya Brahmbhatt,41,T,A1,Lock-picking
564,325,765,Jhalak Viswanathan,36,F,A1,Ambush attack at night
565,326,766,Anusha Reddy,21,T,A1,Fake KYC update call
566,327,767,Warjas Sandhu,39,T,A1,Knife-related assault
567,328,770,Faqid Buch,37,M,A1,Persistent online stalking before offence
568,328,769,Wahab Mistry,21,T,A2,Persistent online stalking before offence
569,328,768,Gabriel Jhaveri,62,M,A3,Family/relative-perpetrated
570,329,217,Owen Samra,33,T,A1,Forced window/door entry
571,330,771,Wridesh Subramaniam,58,T,A1,Ambush attack at night
572,331,772,Simon Narasimhan,18,T,A1,Blunt weapon assault
573,332,773,Kai Krish,22,T,A1,Family/relative-perpetrated
574,332,14,Rachita Loke,33,F,A2,Workplace harassment
575,333,774,Elijah Tandon,37,T,A1,Loan-default cheating
576,334,775,Caleb Saxena,40,M,A1,Fake KYC update call
577,334,776,Ijaya Johal,63,T,A2,OTP fraud
578,335,777,Chandran Mahal,45,M,A1,Ponzi / fake investment scheme
579,336,778,Jairaj Goswami,24,M,A1,Daylight chain/bag snatching
580,337,781,Parth Ben,65,T,A1,Blunt weapon assault
581,337,779,Rachita Yogi,34,F,A2,Knife-related assault
582,337,780,Chakradev Memon,23,M,A3,Knife-related assault
583,338,782,Ranveer Singh,26,M,A1,Persistent online stalking before offence
584,338,783,Gaurang Sachar,46,M,A2,Workplace harassment
585,339,785,Aayush Chander,27,T,A1,Vehicle theft with duplicate key
586,339,784,Andrew Ramaswamy,55,M,A2,Daylight chain/bag snatching
587,340,786,Rohan Parmar,31,T,A1,Blunt weapon assault
588,340,787,Sanaya Narain,51,T,A2,Ambush attack at night
589,340,788,Gavin Ranganathan,51,T,A3,Unarmed physical assault
590,341,789,Jatin Sabharwal,36,M,A1,Fake KYC update call
591,342,188,Vamakshi Sura,33,T,A1,Lock-picking
592,343,791,Frado Jain,41,M,A1,Shell company fraud
593,343,790,Patrick Randhawa,49,T,A2,Ponzi / fake investment scheme
594,344,792,Jeet Bhalla,65,M,A1,Workplace harassment
595,345,793,Veda Konda,25,F,A1,Vehicle theft with duplicate key
596,346,794,Dominic Trivedi,53,M,A1,Daylight chain/bag snatching
597,346,795,Vivaan Din,17,M,A2,Lock-picking
598,347,796,Chameli Sankaran,32,F,A1,Ambush attack at night
599,348,797,Isha Bawa,29,T,A1,OTP fraud
600,349,798,Vivaan Bhatti,58,M,A1,Knife-related assault
601,350,800,Aahana Mukhopadhyay,29,T,A1,Lock-picking
602,350,799,Widisha Chahal,35,T,A2,Daylight chain/bag snatching
603,351,801,Pranit Bains,28,M,A1,Cheque bounce fraud
604,351,803,Abhimanyu Patil,50,M,A2,Shell company fraud
605,351,804,Lakshmi Agarwal,47,F,A3,Loan-default cheating
606,351,802,Sudiksha Dara,32,F,A4,Cheque bounce fraud
607,352,805,Zayan Gala,64,M,A1,Ponzi / fake investment scheme
608,353,95,Max Date,41,M,A1,Fake KYC update call
609,354,806,Vasudha Bandi,45,F,A1,OTP fraud
610,355,77,Oviya Morar,53,T,A1,Ambush attack at night
611,356,807,Sai Dhingra,35,F,A1,OTP fraud
612,357,808,Guneet Patla,20,M,A1,Workplace harassment
613,357,810,Advika Saraf,26,F,A2,Persistent online stalking before offence
614,357,811,Neha Seshadri,31,T,A3,Workplace harassment
615,357,809,Chatresh Char,23,T,A4,Family/relative-perpetrated
616,358,815,Aachal Upadhyay,59,T,A1,Cheque bounce fraud
617,358,813,Luke Ganguly,27,M,A2,Ponzi / fake investment scheme
618,358,814,Praneel Palla,34,T,A3,Cheque bounce fraud
619,358,812,Madhav Dixit,57,M,A4,Cheque bounce fraud
620,359,224,Maanas Korpal,40,T,A1,Vehicle theft with duplicate key
621,360,200,Daksh Saran,49,M,A1,Persistent online stalking before offence
622,360,816,Pahal Sem,61,T,A2,Family/relative-perpetrated
623,361,817,Chatresh Sule,52,M,A1,Ambush attack at night
624,362,818,Avi D’Alia,35,M,A1,Fake KYC update call
625,363,4,Osha Modi,49,F,A1,Ponzi / fake investment scheme
626,364,819,Urmi Sharaf,16,T,A1,Unarmed physical assault
627,365,823,Tarak Gade,65,T,A1,Phishing link / fake link
628,365,822,Jagvi Narain,62,F,A2,Fake KYC update call
629,365,820,Girindra Halder,18,T,A3,Social media impersonation
630,365,821,Hema Lad,54,F,A4,Phishing link / fake link
631,366,824,Gayathri D’Alia,18,F,A1,Ponzi / fake investment scheme
632,367,825,Yug Zachariah,53,T,A1,OTP fraud
633,368,826,Ekanta Pandya,31,F,A1,Forced window/door entry
634,369,827,Ekavir Bir,46,T,A1,Lock-picking
635,370,828,Anmol Sekhon,55,M,A1,Shell company fraud
636,371,829,Aachal Sridhar,63,T,A1,Workplace harassment
637,372,830,Sara Gulati,16,T,A1,Daylight chain/bag snatching
638,373,831,Edhitha Koshy,34,F,A1,Loan-default cheating
639,374,832,Yamini Parsa,64,F,A1,Fake KYC update call
640,374,833,Gauri Chada,57,T,A2,Phishing link / fake link
641,374,835,Dipta Behl,48,F,A3,Fake KYC update call
642,374,834,Nandini Dhar,38,F,A4,Phishing link / fake link
643,375,836,Dakshesh Dhar,40,M,A1,Persistent online stalking before offence
644,375,98,Zayan Lalla,54,M,A2,Persistent online stalking before offence
645,376,837,Dalbir Madan,38,T,A1,Daylight chain/bag snatching
646,377,838,Zaid Raj,35,M,A1,Lock-picking
647,378,839,Gayathri Bera,45,T,A1,Daylight chain/bag snatching
648,379,841,Max Deol,25,M,A1,Knife-related assault
649,379,840,Avni Kata,19,F,A2,Knife-related assault
650,380,844,Jatin Shankar,51,T,A1,Blunt weapon assault
651,380,843,Arjun Bassi,56,M,A2,Knife-related assault
652,380,842,Bina Bail,27,F,A3,Ambush attack at night
653,381,845,Harrison Narayan,42,M,A1,Blunt weapon assault
654,382,846,Falguni Suri,21,F,A1,Knife-related assault
655,383,848,Samarth Borah,56,T,A1,Workplace harassment
656,383,847,Manbir Dyal,26,M,A2,Persistent online stalking before offence
657,383,849,Kritika Dhawan,53,F,A3,Family/relative-perpetrated
658,384,851,Ronith Rajagopalan,58,T,A1,Fake KYC update call
659,384,850,Kalpit Bhandari,56,M,A2,Phishing link / fake link
660,385,852,Chavvi Chatterjee,47,F,A1,Unarmed physical assault
661,386,853,Kritika Thakkar,52,F,A1,Cheque bounce fraud
662,386,854,Baljiwan Boase,36,T,A2,Ponzi / fake investment scheme
663,387,140,Ishanvi Shukla,38,T,A1,Persistent online stalking before offence
664,387,855,Akshay Gill,42,M,A2,Family/relative-perpetrated
665,388,62,Oeshi Desai,52,T,A1,Persistent online stalking before offence
666,388,857,Samesh Seth,18,M,A2,Workplace harassment
667,388,856,Theodore Merchant,44,T,A3,Workplace harassment
668,389,858,Bhavika Murty,51,F,A1,Ponzi / fake investment scheme
669,390,859,Jairaj Chanda,63,M,A1,Workplace harassment
670,391,861,Mohini Goyal,44,F,A1,Vehicle theft with duplicate key
671,391,860,Indali Bala,64,T,A2,Vehicle theft with duplicate key
672,392,862,Bimala Krishnan,46,F,A1,OTP fraud
673,393,863,Osha Pradhan,58,T,A1,Lock-picking
674,394,865,Wazir Badal,20,T,A1,Unarmed physical assault
675,394,864,Gopal Sampath,18,M,A2,Unarmed physical assault
676,395,866,Umang Raman,37,M,A1,Social media impersonation
677,395,867,Jatin Yogi,62,M,A2,Social media impersonation
678,396,869,Wahab Narayan,56,M,A1,Daylight chain/bag snatching
679,396,868,Wahab Kunda,23,T,A2,Daylight chain/bag snatching
680,397,870,Sara Contractor,22,F,A1,Cheque bounce fraud
681,398,872,Max Khalsa,18,M,A1,Lock-picking
682,398,871,Chandran Guha,57,M,A2,Lock-picking
683,399,874,Simon Mallick,17,T,A1,Fake KYC update call
684,399,873,Samaksh Ben,17,M,A2,OTP fraud
685,399,177,Chaitanya Rana,46,M,A3,OTP fraud
686,400,875,Gavin Zacharia,22,M,A1,Shell company fraud
687,400,877,Balendra Sarraf,44,M,A2,Cheque bounce fraud
688,400,876,Brijesh Lad,16,M,A3,Ponzi / fake investment scheme
689,401,879,Chakrika Thaker,49,F,A1,Blunt weapon assault
690,401,878,Gautami Sankaran,57,F,A2,Unarmed physical assault
691,402,880,Ayushman Golla,53,M,A1,Social media impersonation
692,403,881,Agastya Hayer,21,T,A1,Forced window/door entry
693,404,882,Yahvi Kamdar,18,F,A1,Ambush attack at night
694,405,883,Harrison Roy,16,M,A1,Blunt weapon assault
695,406,884,Eta Pandya,64,F,A1,Shell company fraud
696,407,36,Ekanta Ganguly,42,F,A1,Workplace harassment
697,408,886,Jairaj Iyer,40,M,A1,Lock-picking
698,408,885,Unnati Saraf,42,F,A2,Forced window/door entry
699,409,887,Kalpit Bava,47,M,A1,Blunt weapon assault
700,410,888,Mekhala Barad,40,F,A1,Vehicle theft with duplicate key
701,411,889,Lavanya Varty,59,T,A1,Knife-related assault
702,411,890,Harsh Ghose,31,T,A2,Blunt weapon assault
703,412,891,Neelima Hegde,54,F,A1,Forced window/door entry
704,413,892,Pahal Khurana,17,T,A1,Family/relative-perpetrated
705,414,894,Nathaniel Amble,21,M,A1,Workplace harassment
706,414,893,Vivaan Narayanan,20,M,A2,Persistent online stalking before offence
707,415,896,Samarth Natarajan,30,M,A1,Workplace harassment
708,415,895,Warhi Tank,60,F,A2,Persistent online stalking before offence
709,416,897,Aarush Kari,53,M,A1,Social media impersonation
710,417,898,Riya Sami,58,F,A1,Knife-related assault
711,418,900,Mahika Grover,55,F,A1,Shell company fraud
712,418,899,Nisha Jhaveri,54,F,A2,Shell company fraud
713,419,901,Liam Buch,27,T,A1,Forced window/door entry
714,419,902,Lakshit Kota,63,M,A2,Daylight chain/bag snatching
715,420,903,Isaiah Bhagat,26,M,A1,Ponzi / fake investment scheme
716,421,20,Yasti Dhar,49,F,A1,Forced window/door entry
717,422,904,Divya Thaman,24,F,A1,Vehicle theft with duplicate key
718,422,905,Faraj Dara,16,T,A2,Forced window/door entry
719,423,906,Chandran Ghose,50,T,A1,Cheque bounce fraud
720,424,907,Girish Gera,51,M,A1,Blunt weapon assault
721,424,909,Balvan Koshy,32,T,A2,Blunt weapon assault
722,424,908,Idika Kale,55,T,A3,Unarmed physical assault
723,424,910,Yagnesh Misra,46,M,A4,Unarmed physical assault
724,425,911,Vidhi Gera,36,F,A1,Lock-picking
725,426,913,Chaitanya Taneja,47,T,A1,OTP fraud
726,426,912,Yashoda Bahl,44,T,A2,Social media impersonation
727,427,914,Ranbir Verma,57,T,A1,Workplace harassment
728,427,915,Dev Rastogi,46,M,A2,Family/relative-perpetrated
729,427,916,Qadim Natarajan,46,T,A3,Family/relative-perpetrated
730,428,917,Yatin Rana,32,T,A1,Ponzi / fake investment scheme
731,429,918,Sanya Raj,23,T,A1,Forced window/door entry
732,430,919,Jairaj Thaker,42,M,A1,Workplace harassment
733,430,126,Bhanumati Varghese,48,F,A2,Persistent online stalking before offence
734,431,920,Upkaar Mangat,58,T,A1,Workplace harassment
735,432,921,Dev Baral,32,M,A1,Vehicle theft with duplicate key
736,433,922,Triya Handa,18,T,A1,Family/relative-perpetrated
737,434,923,Anamika Srivastava,22,T,A1,Workplace harassment
738,435,924,Brijesh Pandey,29,M,A1,Lock-picking
739,436,925,Ekapad Seshadri,48,M,A1,OTP fraud
740,437,927,Aashi Kaur,32,T,A1,Workplace harassment
741,437,926,Harinakshi Dora,34,F,A2,Workplace harassment
742,438,929,Adweta Parikh,29,F,A1,Knife-related assault
743,438,928,Mitali Parikh,62,F,A2,Unarmed physical assault
744,438,930,Yashvi Gour,34,F,A3,Blunt weapon assault
745,439,124,Ishanvi Bandi,27,F,A1,Loan-default cheating
746,440,931,Wahab Loke,37,T,A1,Vehicle theft with duplicate key
747,441,933,Sudiksha Mohan,28,T,A1,Vehicle theft with duplicate key
748,441,932,Zehaan Chokshi,19,M,A2,Vehicle theft with duplicate key
749,442,934,Lajita Trivedi,38,T,A1,Social media impersonation
750,442,935,Utkarsh Sanghvi,28,M,A2,Phishing link / fake link
751,443,936,Unni Pradhan,57,F,A1,Phishing link / fake link
752,443,937,Yahvi Reddy,63,F,A2,Fake KYC update call
753,444,940,Wriddhish Amble,48,M,A1,Knife-related assault
754,444,938,Tarak Tailor,28,T,A2,Unarmed physical assault
755,444,939,Tejas Bhat,51,T,A3,Blunt weapon assault
756,444,155,Ganga Pandit,38,F,A4,Ambush attack at night
757,445,135,Jhalak Kuruvilla,50,F,A1,Phishing link / fake link
758,446,941,Yutika Prakash,52,F,A1,Vehicle theft with duplicate key
759,447,48,Yauvani Subramanian,21,F,A1,Cheque bounce fraud
760,448,943,Karan Chokshi,51,M,A1,Blunt weapon assault
761,448,945,Tanveer Vyas,26,M,A2,Knife-related assault
762,448,944,Sai Toor,45,M,A3,Blunt weapon assault
763,448,942,Ishita Lala,46,T,A4,Blunt weapon assault
764,449,946,Anthony Krishnamurthy,38,M,A1,Knife-related assault
765,450,947,Lekha Pandey,40,F,A1,Cheque bounce fraud
766,451,948,Harsh Dalal,32,M,A1,Lock-picking
767,452,949,Ekaraj Setty,19,M,A1,Knife-related assault
768,452,950,Azaan Dhillon,49,T,A2,Blunt weapon assault
769,453,238,Oeshi Sen,37,T,A1,Phishing link / fake link
770,454,952,Wridesh Barman,57,T,A1,Family/relative-perpetrated
771,454,953,Naveen Bhatt,18,T,A2,Workplace harassment
772,454,951,Pavani Tailor,37,F,A3,Workplace harassment
773,455,954,Priya Hayer,48,F,A1,Ambush attack at night
774,455,955,Rajata Korpal,60,F,A2,Knife-related assault
775,455,957,Damini Singh,32,F,A3,Knife-related assault
776,455,956,Azad Babu,65,T,A4,Knife-related assault
777,456,958,Reyansh Palla,34,M,A1,Forced window/door entry
778,457,959,Theodore Chowdhury,47,M,A1,Vehicle theft with duplicate key
